chrom	start	end	q	cn	valid	fit_supported	excluded
X	0	50000	1.0		False	False	False
X	50000	100000	1.0	0.0126650799982079	False	False	True
X	100000	150000	1.0	0.0126650799982079	False	False	True
X	150000	200000	1.0	0.0126650799982079	False	False	True
X	200000	250000	1.0	0.0126650799982079	False	False	True
X	250000	300000	1.0	0.0126650799982079	False	False	True
X	300000	350000	1.0	0.0126650799982079	False	False	True
X	350000	400000	1.0	0.0126650799982079	False	False	True
X	400000	450000	1.0	0.0126650799982079	False	False	True
X	450000	500000	1.0	0.0126650799982079	False	False	True
X	500000	550000	1.0	0.0126650799982079	False	False	True
X	550000	600000	1.0	0.0126650799982079	False	False	True
X	600000	650000	1.0	0.0126650799982079	False	False	True
X	650000	700000	1.0	0.0126650799982079	False	False	True
X	700000	750000	1.0	0.0126650799982079	False	False	True
X	750000	800000	1.0	0.0126650799982079	False	False	True
X	800000	850000	1.0	0.0126650799982079	False	False	True
X	850000	900000	1.0	0.0126650799982079	False	False	True
X	900000	950000	1.0	0.0126650799982079	False	False	True
X	950000	1000000	1.0	0.0126650799982079	False	False	True
X	1000000	1050000	1.0	0.0126650799982079	False	False	True
X	1050000	1100000	1.0	0.0126650799982079	False	False	True
X	1100000	1150000	1.0	0.0126650799982079	False	False	True
X	1150000	1200000	1.0	0.0126650799982079	False	False	True
X	1200000	1250000	1.0	0.0126650799982079	False	False	True
X	1250000	1300000	1.0	0.0126650799982079	False	False	True
X	1300000	1350000	1.0	0.0126650799982079	False	False	True
X	1350000	1400000	1.0	0.0126650799982079	False	False	True
X	1400000	1450000	1.0	0.0126650799982079	False	False	True
X	1450000	1500000	1.0	0.0126650799982079	False	False	True
X	1500000	1550000	1.0	0.0126650799982079	False	False	True
X	1550000	1600000	1.0	0.0126650799982079	False	False	True
X	1600000	1650000	1.0	0.0126650799982079	False	False	True
X	1650000	1700000	1.0	0.0126650799982079	False	False	True
X	1700000	1750000	1.0	0.0126650799982079	False	False	True
X	1750000	1800000	1.0	0.0126650799982079	False	False	True
X	1800000	1850000	1.0	0.0126650799982079	False	False	True
X	1850000	1900000	1.0	0.0126650799982079	False	False	True
X	1900000	1950000	1.0	0.0126650799982079	False	False	True
X	1950000	2000000	1.0	0.0126650799982079	False	False	True
X	2000000	2050000	1.0	0.0126650799982079	False	False	True
X	2050000	2100000	1.0	0.0126650799982079	False	False	True
X	2100000	2150000	1.0	0.0126650799982079	False	False	True
X	2150000	2200000	1.0	0.0126650799982079	False	False	True
X	2200000	2250000	1.0	0.0126650799982079	False	False	True
X	2250000	2300000	1.0	0.0126650799982079	False	False	True
X	2300000	2350000	1.0	0.0126650799982079	False	False	True
X	2350000	2400000	1.0	0.0126650799982079	False	False	True
X	2400000	2450000	1.0	0.0126650799982079	False	False	True
X	2450000	2500000	1.0	0.0126650799982079	False	False	True
X	2500000	2550000	1.0	0.0126650799982079	False	False	True
X	2550000	2600000	1.0	0.0126650799982079	False	False	True
X	2600000	2650000	1.0	0.0126650799982079	False	False	True
X	2650000	2700000	1.0	0.0126650799982079	False	False	True
X	2700000	2750000	1.0	2.189497799732615	True	False	True
X	2750000	2800000	1.0	2.189497799732615	True	False	True
X	2800000	2850000	1.0	2.189497799732615	True	False	True
X	2850000	2900000	1.0	2.189497799732615	True	False	True
X	2900000	2950000	1.0	2.189497799732615	True	False	True
X	2950000	3000000	1.0	2.189497799732615	True	False	True
X	3000000	3050000	1.0	2.189497799732615	True	False	True
X	3050000	3100000	1.0	2.189497799732615	True	False	True
X	3100000	3150000	1.0	2.189497799732615	True	False	True
X	3150000	3200000	1.0	2.189497799732615	True	False	True
X	3200000	3250000	1.0	2.189497799732615	True	False	True
X	3250000	3300000	1.0	2.189497799732615	True	False	True
X	3300000	3350000	1.0	2.189497799732615	True	False	True
X	3350000	3400000	1.0	2.189497799732615	True	False	True
X	3400000	3450000	1.0	2.189497799732615	True	False	True
X	3450000	3500000	1.0	2.189497799732615	True	False	True
X	3500000	3550000	1.0	2.189497799732615	True	False	True
X	3550000	3600000	1.0	2.189497799732615	True	False	True
X	3600000	3650000	1.0	2.189497799732615	True	False	True
X	3650000	3700000	0.6616345601887272	0.8263357557536755	True	True	False
X	3700000	3750000	0.7794833381349965	0.8263357557536755	True	True	False
X	3750000	3800000	0.5	0.8263357557536755	True	True	False
X	3800000	3850000	0.5	0.8263357557536755	True	True	False
X	3850000	3900000	1.8420013786587588	0.8263357557536755	True	True	False
X	3900000	3950000	1.4335648730967714	0.8263357557536755	True	True	False
X	3950000	4000000	1.99809235097067	0.8263357557536755	True	True	False
X	4000000	4050000	1.4205639832256645	0.8263357557536755	True	True	False
X	4050000	4100000	1.6325840593610357	0.8263357557536755	True	True	False
X	4100000	4150000	1.6855009611724918	0.8263357557536755	True	True	False
X	4150000	4200000	1.5022287056088843	0.8263357557536755	True	True	False
X	4200000	4250000	1.4650218611945012	0.8263357557536755	True	True	False
X	4250000	4300000	1.3343242325836495	0.8263357557536755	True	True	False
X	4300000	4350000	1.2643559703949043	0.8263357557536755	True	True	False
X	4350000	4400000	1.0267510203268053	0.8263357557536755	True	True	False
X	4400000	4450000	1.429844033062627	0.8263357557536755	True	True	False
X	4450000	4500000	1.3375404875214707	0.8263357557536755	True	True	False
X	4500000	4550000	1.2368924350798454	0.8263357557536755	True	True	False
X	4550000	4600000	0.9352998454565795	0.8263357557536755	True	True	False
X	4600000	4650000	0.8154787728781108	0.8263357557536755	True	True	False
X	4650000	4700000	0.8236268136621232	0.8263357557536755	True	True	False
X	4700000	4750000	0.8640967673807238	0.8263357557536755	True	True	False
X	4750000	4800000	0.8758840152286175	0.8263357557536755	True	True	False
X	4800000	4850000	0.8109176870460638	0.8263357557536755	True	True	False
X	4850000	4900000	1.0412106941941375	0.8263357557536755	True	True	False
X	4900000	4950000	0.9278442189799795	0.8263357557536755	True	True	False
X	4950000	5000000	1.1486274170531159	0.8263357557536755	True	True	False
X	5000000	5050000	1.3836613528559694	0.8263357557536755	True	True	False
X	5050000	5100000	1.4548729878109226	0.8263357557536755	True	True	False
X	5100000	5150000	1.2191836702623486	0.8263357557536755	True	True	False
X	5150000	5200000	1.0720574270237957	0.8263357557536755	True	True	False
X	5200000	5250000	1.1436058483992733	0.8263357557536755	True	True	False
X	5250000	5300000	0.9700834947808232	0.8263357557536755	True	True	False
X	5300000	5350000	1.0806169486311783	0.8263357557536755	True	True	False
X	5350000	5400000	0.8523614919701437	0.8263357557536755	True	True	False
X	5400000	5450000	0.9529365841620974	0.8263357557536755	True	True	False
X	5450000	5500000	0.9628990365920481	0.8263357557536755	True	True	False
X	5500000	5550000	1.0289496563827265	0.8263357557536755	True	True	False
X	5550000	5600000	1.0136472552962115	0.8263357557536755	True	True	False
X	5600000	5650000	0.9174225245101739	0.8263357557536755	True	True	False
X	5650000	5700000	1.011718060164277	0.8263357557536755	True	True	False
X	5700000	5750000	0.876180364342866	0.8263357557536755	True	True	False
X	5750000	5800000	1.000075340650557	0.8263357557536755	True	True	False
X	5800000	5850000	1.0791368423296022	0.8263357557536755	True	True	False
X	5850000	5900000	1.1740089666093487	0.8263357557536755	True	True	False
X	5900000	5950000	1.1620329364201516	0.8263357557536755	True	True	False
X	5950000	6000000	1.093041198724033	0.8263357557536755	True	True	False
X	6000000	6050000	0.9454967446507379	0.8263357557536755	True	True	False
X	6050000	6100000	0.8653665757066167	0.8263357557536755	True	True	False
X	6100000	6150000	1.0548886220762306	0.8263357557536755	True	True	False
X	6150000	6200000	0.9760573591698556	0.8263357557536755	True	True	False
X	6200000	6250000	1.0506045030685225	0.8263357557536755	True	True	False
X	6250000	6300000	1.2403078663701115	0.8263357557536755	True	True	False
X	6300000	6350000	1.0553420581740058	0.8263357557536755	True	True	False
X	6350000	6400000	1.0337126605550668	0.8263357557536755	True	True	False
X	6400000	6450000	1.05902077466119	0.8263357557536755	True	True	False
X	6450000	6500000	1.021651215607189	0.8263357557536755	True	True	False
X	6500000	6550000	0.9209536225419636	0.8263357557536755	True	True	False
X	6550000	6600000	0.887792947891962	0.8263357557536755	True	True	False
X	6600000	6650000	0.9306181377812908	0.8263357557536755	True	True	False
X	6650000	6700000	0.9672774997381268	0.8263357557536755	True	True	False
X	6700000	6750000	1.127701089867912	0.8263357557536755	True	True	False
X	6750000	6800000	1.0971215431319599	0.8263357557536755	True	True	False
X	6800000	6850000	1.043661893696383	0.8263357557536755	True	True	False
X	6850000	6900000	1.0923997123497449	0.8263357557536755	True	True	False
X	6900000	6950000	1.1914095119663255	0.8263357557536755	True	True	False
X	6950000	7000000	1.007622264843573	0.8263357557536755	True	True	False
X	7000000	7050000	1.1022214744780117	0.8263357557536755	True	True	False
X	7050000	7100000	1.1897486890957167	0.8263357557536755	True	True	False
X	7100000	7150000	1.2795982356043072	0.8263357557536755	True	True	False
X	7150000	7200000	1.0	0.016274984729903	False	False	True
X	7200000	7250000	1.0	0.016274984729903	False	False	True
X	7250000	7300000	1.0	0.016274984729903	False	False	True
X	7300000	7350000	1.0	0.016274984729903	False	False	True
X	7350000	7400000	1.0	0.016274984729903	False	False	True
X	7400000	7450000	1.0	0.016274984729903	False	False	True
X	7450000	7500000	1.0	0.016274984729903	False	False	True
X	7500000	7550000	1.0	0.016274984729903	False	False	True
X	7550000	7600000	1.0	0.016274984729903	False	False	True
X	7600000	7650000	1.0	0.9944012396427836	True	False	True
X	7650000	7700000	1.0	0.9944012396427836	True	False	True
X	7700000	7750000	1.0	0.9944012396427836	True	False	True
X	7750000	7800000	1.0	0.9944012396427836	True	False	True
X	7800000	7850000	1.0	0.9944012396427836	True	False	True
X	7850000	7900000	1.0	0.9944012396427836	True	False	True
X	7900000	7950000	1.0	0.9944012396427836	True	False	True
X	7950000	8000000	1.0	0.9944012396427836	True	False	True
X	8000000	8050000	1.0	0.9944012396427836	True	False	True
X	8050000	8100000	1.0	0.9944012396427836	True	False	True
X	8100000	8150000	1.0	0.9944012396427836	True	False	True
X	8150000	8200000	1.0	0.9944012396427836	True	False	True
X	8200000	8250000	1.0	0.9944012396427836	True	False	True
X	8250000	8300000	1.0	0.9944012396427836	True	False	True
X	8300000	8350000	1.0	0.9944012396427836	True	False	True
X	8350000	8400000	1.0	0.9944012396427836	True	False	True
X	8400000	8450000	1.0	0.9944012396427836	True	False	True
X	8450000	8500000	1.0	0.9944012396427836	True	False	True
X	8500000	8550000	1.0	0.9944012396427836	True	False	True
X	8550000	8600000	1.0	0.9944012396427836	True	False	True
X	8600000	8650000	1.0	0.9944012396427836	True	False	True
X	8650000	8700000	1.0	0.9944012396427836	True	False	True
X	8700000	8750000	1.0	0.9944012396427836	True	False	True
X	8750000	8800000	1.0	0.9944012396427836	True	False	True
X	8800000	8850000	1.0	0.9944012396427836	True	False	True
X	8850000	8900000	1.0	0.9944012396427836	True	False	True
X	8900000	8950000	1.0	0.9944012396427836	True	False	True
X	8950000	9000000	1.0	0.9944012396427836	True	False	True
X	9000000	9050000	1.0	0.9944012396427836	True	False	True
X	9050000	9100000	1.0	0.9944012396427836	True	False	True
X	9100000	9150000	1.0	0.9944012396427836	True	False	True
X	9150000	9200000	1.0	0.9944012396427836	True	False	True
X	9200000	9250000	1.0	0.9944012396427836	True	False	True
X	9250000	9300000	1.0	0.9944012396427836	True	False	True
X	9300000	9350000	1.0	0.9944012396427836	True	False	True
X	9350000	9400000	1.0	0.9944012396427836	True	False	True
X	9400000	9450000	1.0	0.9944012396427836	True	False	True
X	9450000	9500000	1.0	0.9944012396427836	True	False	True
X	9500000	9550000	1.0	0.9944012396427836	True	False	True
X	9550000	9600000	1.0	0.9944012396427836	True	False	True
X	9600000	9650000	1.0	0.9944012396427836	True	False	True
X	9650000	9700000	1.0	0.9944012396427836	True	False	True
X	9700000	9750000	1.0	0.9944012396427836	True	False	True
X	9750000	9800000	1.0	0.9944012396427836	True	False	True
X	9800000	9850000	1.0	0.9944012396427836	True	False	True
X	9850000	9900000	1.0	0.9944012396427836	True	False	True
X	9900000	9950000	1.0	0.9944012396427836	True	False	True
X	9950000	10000000	1.0	0.9944012396427836	True	False	True
X	10000000	10050000	1.0	0.9944012396427836	True	False	True
X	10050000	10100000	1.0	0.9944012396427836	True	False	True
X	10100000	10150000	1.0	0.9944012396427836	True	False	True
X	10150000	10200000	1.0	0.9944012396427836	True	False	True
X	10200000	10250000	1.0	0.9944012396427836	True	False	True
X	10250000	10300000	1.0	0.9944012396427836	True	False	True
X	10300000	10350000	1.0	0.9944012396427836	True	False	True
X	10350000	10400000	1.0	0.9944012396427836	True	False	True
X	10400000	10450000	1.0	0.9944012396427836	True	False	True
X	10450000	10500000	1.0	0.9944012396427836	True	False	True
X	10500000	10550000	1.0	0.9944012396427836	True	False	True
X	10550000	10600000	1.0	0.9944012396427836	True	False	True
X	10600000	10650000	1.0	0.9944012396427836	True	False	True
X	10650000	10700000	1.0	0.9944012396427836	True	False	True
X	10700000	10750000	1.0	0.9944012396427836	True	False	True
X	10750000	10800000	1.0	0.9944012396427836	True	False	True
X	10800000	10850000	1.0	0.9944012396427836	True	False	True
X	10850000	10900000	1.0	0.9944012396427836	True	False	True
X	10900000	10950000	1.0	1.9022409516478505	True	False	False
X	10950000	11000000	1.0	1.9022409516478505	True	False	False
X	11000000	11050000	1.0	1.9022409516478505	True	False	False
X	11050000	11100000	1.0	1.9022409516478505	True	False	False
X	11100000	11150000	1.0	1.9022409516478505	True	False	False
X	11150000	11200000	1.0	1.9022409516478505	True	False	False
X	11200000	11250000	1.0	1.9022409516478505	True	False	False
X	11250000	11300000	1.0	1.9022409516478505	True	False	True
X	11300000	11350000	1.0	0.0049949986380968	False	False	True
X	11350000	11400000	1.0	0.0049949986380968	False	False	True
X	11400000	11450000	1.0	0.0049949986380968	False	False	True
X	11450000	11500000	1.0	0.0049949986380968	False	False	True
X	11500000	11550000	1.0	0.0049949986380968	False	False	True
X	11550000	11600000	1.0	0.0049949986380968	False	False	True
X	11600000	11650000	1.0	0.0049949986380968	False	False	True
X	11650000	11700000	1.0	1.6965453559448729	True	False	True
X	11700000	11750000	1.0	1.6965453559448729	True	False	True
X	11750000	11800000	1.0	1.6965453559448729	True	False	True
X	11800000	11850000	1.0	1.6965453559448729	True	False	True
X	11850000	11900000	1.0	1.6965453559448729	True	False	True
X	11900000	11950000	1.0	1.6965453559448729	True	False	True
X	11950000	12000000	1.0	1.6965453559448729	True	False	True
X	12000000	12050000	1.0	1.6965453559448729	True	False	True
X	12050000	12100000	1.0	1.6965453559448729	True	False	True
X	12100000	12150000	1.0	1.6965453559448729	True	False	True
X	12150000	12200000	1.0	1.6965453559448729	True	False	True
X	12200000	12250000	1.0	1.6965453559448729	True	False	True
X	12250000	12300000	1.0	1.6965453559448729	True	False	True
X	12300000	12350000	1.0	1.6965453559448729	True	False	True
X	12350000	12400000	1.0	1.6965453559448729	True	False	True
X	12400000	12450000	1.0	1.6965453559448729	True	False	True
X	12450000	12500000	1.0	1.6965453559448729	True	False	True
X	12500000	12550000	1.0	1.6965453559448729	True	False	True
X	12550000	12600000	1.0	1.6965453559448729	True	False	True
X	12600000	12650000	1.0	1.6965453559448729	True	False	True
X	12650000	12700000	1.0	1.6965453559448729	True	False	True
X	12700000	12750000	1.0	1.6965453559448729	True	False	True
X	12750000	12800000	1.0	2.2565206795870805	True	False	True
X	12800000	12850000	1.0	2.2565206795870805	True	False	True
X	12850000	12900000	1.0	2.2565206795870805	True	False	True
X	12900000	12950000	1.0	2.2565206795870805	True	False	True
X	12950000	13000000	1.0	2.2565206795870805	True	False	True
X	13000000	13050000	1.0	2.2565206795870805	True	False	True
X	13050000	13100000	1.0	2.2565206795870805	True	False	True
X	13100000	13150000	1.0	2.2565206795870805	True	False	True
X	13150000	13200000	1.0	2.2565206795870805	True	False	True
X	13200000	13250000	1.0	2.2565206795870805	True	False	True
X	13250000	13300000	1.0	2.2565206795870805	True	False	True
X	13300000	13350000	1.0	2.2565206795870805	True	False	True
X	13350000	13400000	1.0	2.2565206795870805	True	False	True
X	13400000	13450000	1.0	2.2565206795870805	True	False	True
X	13450000	13500000	1.0	2.2565206795870805	True	False	True
X	13500000	13550000	1.0	2.2565206795870805	True	False	True
X	13550000	13600000	1.0	2.2565206795870805	True	False	True
X	13600000	13650000	1.0	2.2565206795870805	True	False	True
X	13650000	13700000	1.0	2.2565206795870805	True	False	True
X	13700000	13750000	1.0	2.2565206795870805	True	False	True
X	13750000	13800000	1.0	2.2565206795870805	True	False	True
X	13800000	13850000	1.0	2.2565206795870805	True	False	True
X	13850000	13900000	1.0	2.2565206795870805	True	False	True
X	13900000	13950000	1.0	2.2565206795870805	True	False	True
X	13950000	14000000	1.0	2.2565206795870805	True	False	True
X	14000000	14050000	1.0	2.2565206795870805	True	False	True
X	14050000	14100000	1.0	2.2565206795870805	True	False	True
X	14100000	14150000	1.0	2.2565206795870805	True	False	True
X	14150000	14200000	1.0	2.2565206795870805	True	False	True
X	14200000	14250000	1.0	2.2565206795870805	True	False	True
X	14250000	14300000	1.0	2.2565206795870805	True	False	True
X	14300000	14350000	1.0	2.2565206795870805	True	False	True
X	14350000	14400000	1.0	2.2565206795870805	True	False	True
X	14400000	14450000	1.0	2.2565206795870805	True	False	True
X	14450000	14500000	1.0	2.2565206795870805	True	False	True
X	14500000	14550000	1.0	2.2565206795870805	True	False	True
X	14550000	14600000	1.0	2.2565206795870805	True	False	True
X	14600000	14650000	1.0	2.2565206795870805	True	False	True
X	14650000	14700000	1.0	2.2565206795870805	True	False	True
X	14700000	14750000	1.0	2.2565206795870805	True	False	True
X	14750000	14800000	1.0	2.2565206795870805	True	False	True
X	14800000	14850000	1.0	2.2565206795870805	True	False	True
X	14850000	14900000	1.0	2.2565206795870805	True	False	True
X	14900000	14950000	1.0	2.2565206795870805	True	False	True
X	14950000	15000000	1.0	2.2565206795870805	True	False	True
X	15000000	15050000	1.0	2.2565206795870805	True	False	True
X	15050000	15100000	1.0	2.2565206795870805	True	False	True
X	15100000	15150000	1.0	2.2565206795870805	True	False	True
X	15150000	15200000	1.0	2.2565206795870805	True	False	True
X	15200000	15250000	1.0	2.2565206795870805	True	False	True
X	15250000	15300000	1.0	2.2565206795870805	True	False	True
X	15300000	15350000	1.0	2.2565206795870805	True	False	True
X	15350000	15400000	1.0	2.2565206795870805	True	False	True
X	15400000	15450000	1.0	2.2565206795870805	True	False	True
X	15450000	15500000	1.0	2.2565206795870805	True	False	True
X	15500000	15550000	1.0	2.2565206795870805	True	False	True
X	15550000	15600000	1.0	2.2565206795870805	True	False	True
X	15600000	15650000	1.0	2.2565206795870805	True	False	True
X	15650000	15700000	1.0	2.2565206795870805	True	False	True
X	15700000	15750000	1.0	2.2565206795870805	True	False	True
X	15750000	15800000	1.0	2.2565206795870805	True	False	True
X	15800000	15850000	1.0	2.2565206795870805	True	False	True
X	15850000	15900000	1.0	2.2565206795870805	True	False	True
X	15900000	15950000	1.0	2.2565206795870805	True	False	True
X	15950000	16000000	1.0	2.2565206795870805	True	False	True
X	16000000	16050000	1.0	2.2565206795870805	True	False	True
X	16050000	16100000	1.0	2.2565206795870805	True	False	True
X	16100000	16150000	1.0	2.2565206795870805	True	False	True
X	16150000	16200000	1.0	2.2565206795870805	True	False	True
X	16200000	16250000	1.0	2.2565206795870805	True	False	True
X	16250000	16300000	1.0	2.2565206795870805	True	False	True
X	16300000	16350000	1.0	2.2565206795870805	True	False	True
X	16350000	16400000	1.0	2.2565206795870805	True	False	True
X	16400000	16450000	1.0	2.2565206795870805	True	False	True
X	16450000	16500000	1.0	2.2565206795870805	True	False	True
X	16500000	16550000	1.0	2.2565206795870805	True	False	True
X	16550000	16600000	1.0	2.2565206795870805	True	False	True
X	16600000	16650000	1.0	2.2565206795870805	True	False	True
X	16650000	16700000	1.0	2.2565206795870805	True	False	True
X	16700000	16750000	1.0	2.2565206795870805	True	False	True
X	16750000	16800000	1.0	2.2565206795870805	True	False	True
X	16800000	16850000	1.0	2.2565206795870805	True	False	True
X	16850000	16900000	1.0	2.2565206795870805	True	False	True
X	16900000	16950000	1.0	2.2565206795870805	True	False	True
X	16950000	17000000	1.0	2.2565206795870805	True	False	True
X	17000000	17050000	1.0	2.2565206795870805	True	False	True
X	17050000	17100000	1.0	2.2565206795870805	True	False	True
X	17100000	17150000	1.0	2.2565206795870805	True	False	True
X	17150000	17200000	1.0	2.2565206795870805	True	False	True
X	17200000	17250000	1.0	2.2565206795870805	True	False	True
X	17250000	17300000	1.0	2.2565206795870805	True	False	True
X	17300000	17350000	1.0	2.2565206795870805	True	False	True
X	17350000	17400000	1.0	2.2565206795870805	True	False	True
X	17400000	17450000	1.0	2.2565206795870805	True	False	True
X	17450000	17500000	1.0	2.2565206795870805	True	False	True
X	17500000	17550000	1.0	2.2565206795870805	True	False	True
X	17550000	17600000	1.0	2.2565206795870805	True	False	True
X	17600000	17650000	1.0	2.2565206795870805	True	False	True
X	17650000	17700000	1.0	2.2565206795870805	True	False	True
X	17700000	17750000	1.0	2.2565206795870805	True	False	True
X	17750000	17800000	1.0	2.2565206795870805	True	False	True
X	17800000	17850000	1.0	2.2565206795870805	True	False	True
X	17850000	17900000	1.0	2.2565206795870805	True	False	True
X	17900000	17950000	1.0	2.2565206795870805	True	False	True
X	17950000	18000000	1.0	2.2565206795870805	True	False	True
X	18000000	18050000	1.0	2.2565206795870805	True	False	True
X	18050000	18100000	1.0	2.2565206795870805	True	False	True
X	18100000	18150000	1.0	2.2565206795870805	True	False	True
X	18150000	18200000	1.0	2.2565206795870805	True	False	True
X	18200000	18250000	1.0	2.2565206795870805	True	False	True
X	18250000	18300000	1.0	2.2565206795870805	True	False	True
X	18300000	18350000	1.0	2.2565206795870805	True	False	True
X	18350000	18400000	1.0	2.2565206795870805	True	False	True
X	18400000	18450000	1.0	2.2565206795870805	True	False	True
X	18450000	18500000	1.0	2.2565206795870805	True	False	True
X	18500000	18550000	1.0	2.2565206795870805	True	False	True
X	18550000	18600000	1.0	2.2565206795870805	True	False	True
X	18600000	18650000	1.0	2.2565206795870805	True	False	True
X	18650000	18700000	1.0	2.2565206795870805	True	False	True
X	18700000	18750000	1.0	2.2565206795870805	True	False	True
X	18750000	18800000	1.0	2.2565206795870805	True	False	True
X	18800000	18850000	1.0	2.2565206795870805	True	False	True
X	18850000	18900000	1.0	2.2565206795870805	True	False	True
X	18900000	18950000	1.0	2.2565206795870805	True	False	True
X	18950000	19000000	1.0	2.2565206795870805	True	False	True
X	19000000	19050000	1.0	2.2565206795870805	True	False	True
X	19050000	19100000	1.0	2.2565206795870805	True	False	True
X	19100000	19150000	1.0	2.2565206795870805	True	False	True
X	19150000	19200000	1.0	2.2565206795870805	True	False	True
X	19200000	19250000	1.0	2.2565206795870805	True	False	True
X	19250000	19300000	1.0	2.2565206795870805	True	False	True
X	19300000	19350000	1.0	2.2565206795870805	True	False	True
X	19350000	19400000	1.0	2.2565206795870805	True	False	True
X	19400000	19450000	1.0	2.2565206795870805	True	False	True
X	19450000	19500000	1.0	2.2565206795870805	True	False	True
X	19500000	19550000	1.0	2.2565206795870805	True	False	True
X	19550000	19600000	1.0	2.2565206795870805	True	False	True
X	19600000	19650000	1.0	2.2565206795870805	True	False	True
X	19650000	19700000	1.0	2.2565206795870805	True	False	True
X	19700000	19750000	1.0	2.2565206795870805	True	False	True
X	19750000	19800000	1.0	2.2565206795870805	True	False	True
X	19800000	19850000	1.0	2.2565206795870805	True	False	True
X	19850000	19900000	1.0	2.2565206795870805	True	False	True
X	19900000	19950000	1.0	2.2565206795870805	True	False	True
X	19950000	20000000	1.0	2.2565206795870805	True	False	True
X	20000000	20050000	1.0	2.2565206795870805	True	False	True
X	20050000	20100000	1.0	2.2565206795870805	True	False	True
X	20100000	20150000	1.0	2.2565206795870805	True	False	True
X	20150000	20200000	1.0	2.2565206795870805	True	False	True
X	20200000	20250000	1.0	2.2565206795870805	True	False	True
X	20250000	20300000	1.0	2.2565206795870805	True	False	True
X	20300000	20350000	1.0	2.2565206795870805	True	False	True
X	20350000	20400000	1.0	2.2565206795870805	True	False	True
X	20400000	20450000	1.0	2.2565206795870805	True	False	True
X	20450000	20500000	1.0	2.2565206795870805	True	False	True
X	20500000	20550000	1.0	2.2565206795870805	True	False	True
X	20550000	20600000	1.0	2.2565206795870805	True	False	True
X	20600000	20650000	1.0	2.2565206795870805	True	False	True
