edge_id	chrom	boundary	reference_cn	boundary_capacity_cn	reference_continuity_ratio	is_sv_breakpoint
REF001	X	2700000	0.01266483477334962	0.012665079998207955	0.9999806377173797	False
REF002	X	3650000	0.8263354995713527	0.8263357557536755	0.9999996899779284	False
REF003	X	7160000	1.940521914690194e-06	0.01627498472990308	0.00011923340924091607	True
REF004	X	7580000	0.016274738464202677	0.01627498472990308	0.9999848684527518	True
REF005	X	10650000	0.9944012256621529	0.9944012396427835	0.9999999859406545	True
REF006	X	10925000	0.9944009818031727	0.9944012396427835	0.9999997407086793	True
REF007	X	11275000	1.9022409304468506	1.9022409516478505	0.9999999888547243	True
REF008	X	11300000	0.004994757177595328	0.004994998638096802	0.9999516595460843	True
REF009	X	11650000	0.0049947574633918196	0.004994998638096802	0.9999517167626147	False
REF010	X	12750000	1.6965450914860853	1.6965453559448729	0.9999998441192353	False
REF011	X	24450000	2.256520653974567	2.2565206795870805	0.9999999886495552	True
REF012	X	24480000	2.2565205567541047	2.2565206795870805	0.9999999455653223	True
REF013	X	25450000	1.9806854766374606	1.9806857438660495	0.9999998650827928	False
REF014	X	38125000	1.9806857207235706	1.9806857438660495	0.999999988315926	True
REF015	X	38160000	0.9157264234106177	0.9157336864181262	0.9999920686465767	True
REF016	X	39950000	0.9157334291666913	0.9157336864181262	0.9999997190761476	False
REF017	X	40550000	1.111955970721313	1.1119562297785128	0.9999997670257219	False
REF018	X	41700000	1.0779570179409037	1.077957276653557	0.9999997599973033	False
REF019	X	44350000	1.0779570179038829	1.077957276653557	0.9999997599629599	False
REF020	X	47880000	1.3095759320830416	1.3095761928422682	0.9999998008827374	True
REF021	X	48400000	4.262205001690225	4.262205046269171	0.9999999895408723	True
REF022	X	48450000	4.262205001586341	4.262205046269171	0.999999989516499	True
REF023	X	49400000	1.9035596753488735	1.9035599416745306	0.999999860090743	False
REF024	X	50275000	0.7872434558456836	1.0090516338446813	0.7801815382292521	True
REF025	X	51700000	0.10204624188395911	0.10204659855635133	0.9999965048086142	True
REF026	X	52500000	0.10204634957445152	0.10204659855635133	0.99999756011564	False
REF027	X	53000000	1.3400622143494403	1.340062231564462	0.9999999871535655	True
REF028	X	54050000	1.1677365276837997	1.340062231564462	0.8714047006014939	True
REF029	X	55030000	1.1677242850365286	1.1677245478713043	0.9999997749171444	True
REF030	X	55640000	0.010706027061863067	0.0107062718435	0.9999771366129581	True
REF031	X	58550000	0.01070602722804084	0.0107062718435	0.999977152134493	False
REF032	X	59300000	6.156882040300135	6.156882346612249	0.9999999502488278	False
REF033	X	60100000	10.412899573779121	10.41289992008648	0.9999999667424675	False
REF034	X	60900000	17.91132259296332	17.911323009740034	0.9999999767311039	False
REF035	X	61700000	1.1118018317704834	1.1118020905977581	0.9999997672002267	False
REF036	X	72250000	1.1118018315031717	1.1118020905977581	0.9999997669597956	False
REF037	X	77350000	1.3178626167313598	1.3178626336250763	0.9999999871809732	True
REF038	X	77775000	1.3178626167313598	1.3178626336250763	0.9999999871809732	True
REF039	X	77800000	1.109492306167883	1.1094925652381435	0.9999997664966231	False
REF040	X	88450000	1.109492306397458	1.1094925652381435	0.9999997667035421	False
REF041	X	92350000	1.1320986430561784	1.1320989021106738	0.999999771173265	False
REF042	X	117140000	1.0387640647543597	1.1320989021106738	0.9175559333355933	True
REF043	X	117450000	1.3379272937799556	1.337927554786112	0.9999998049175716	False
REF044	X	118180000	1.3379275368871697	1.337927554786112	0.9999999866218897	True
REF045	X	118200000	1.3379275376506838	1.337927554786112	0.999999987192559	True
REF046	X	118270000	1.3379272937425353	1.337927554786112	0.9999998048896027	True
REF047	X	121850000	3.6500089073599358	3.6500089460643173	0.9999999893960858	True
REF048	X	121870000	2.0411729098894607	2.041175173975813	0.9999988907927252	True
REF049	X	122700000	2.0411749063146534	2.041175173975813	0.9999998688690893	False
REF050	X	123200000	3.0175966598800206	3.01759669285469	0.9999999890725393	True
REF051	X	123300000	2.015446948717701	2.015447216135025	0.9999998673161362	False
REF052	X	125280000	2.0154469483914537	2.015447216135025	0.9999998671542627	True
REF053	X	129200000	3.2406876715399378	3.2406877065321793	0.9999999892022173	True
REF054	X	129240000	2.1728669258075453	2.1728671948196214	0.9999998761948835	True
REF055	X	130400000	2.1728671664882975	2.1728671948196214	0.9999999869613182	True
REF056	X	130500000	2.1728669259490587	2.1728671948196214	0.9999998762600111	False
REF057	X	130950000	3.976226622671557	3.9762266645938684	0.9999999894567602	True
REF058	X	131100000	2.2544879939536417	2.254488264189543	0.9999998801342613	True
REF059	X	136300000	1.0097510396739446	1.0097512975966858	0.9999997445680517	False
REF060	X	140300000	1.0097510396068297	1.0097512975966858	0.9999997445015849	False
REF061	X	141090000	1.4491774449506383	1.5123583253691026	0.9582236039180433	True
REF062	X	141150000	2.0091704798454617	2.00917050326763	0.999999988342369	True
REF063	X	142150000	2.0091653434346894	2.00917050326763	0.9999974318591021	True
REF064	X	143760000	1.8322289503805338	1.8322292171137968	0.9999998544214552	True
REF065	X	145590000	0.8535368466145448	0.9421965797317324	0.9059010242401523	True
REF066	X	153330000	0.9421963224059874	0.9421965797317324	0.9999997268874133	True
REF067	X	154950000	0.018174764149347284	0.01817501040124661	0.9999864510724401	False
