original_cbs_boundary	snapped_boundary	distance_bp	raw_left_median_cn	raw_right_median_cn	raw_cn_jump	matched_sv_id	matched_orientation	matched_probability	matched_foldback
3700000	3700000	0	1.3693109330295417	0.7101877308521596	0.6591232021773821	EXT01	-+	0.9992	False
10900000	10925000	25000	0.7595271225576914	1.5705300618613234	0.811002939303632	SV08	--	0.999	True
38300000	38300000	0	1.4028100875516978	0.7182695735884386	0.6845405139632592	SV07	+-	0.9991	False
48000000	48025000	25000	0.6925575534646236	1.2323289054802413	0.5397713520156178	SV07	+-	0.9991	False
50550000	50525000	-25000	1.361624026035563	0.6707783063184101	0.6908457197171529	SV02	++	1.0	True
54000000	54020000	20000	0.8330178052565508	1.5088246316934715	0.6758068264369207	SV16	-+	0.9869	False
55000000	55000000	0	1.5033239841630044	0.7739083764846312	0.7294156076783732	SV16	-+	0.9869	False
55600000	55605000	5000	0.5949690619581465	0.04881368867445869	0.5461553732836878	SV06	+-	0.9993	False
62450000	62400000	-50000	0.09746748979710398	1.803340444972967	1.7058729551758631	EXT03	--	0.9934	False
118000000	118010000	10000	0.7695705075722263	2.155974849235591	1.3864043416633645	SV10	+-	0.9974	False
119150000	119140000	-10000	1.0734237188972824	2.132820957475965	1.0593972385786825	SV01	-+	1.0	False
122750000	122740000	-10000	2.053973282483246	1.373178417154323	0.6807948653289231	SV04	++	1.0	True
126150000	126145000	-5000	1.3402740023754323	1.8102636669548717	0.46998966457943947	SV13	--	0.994	True
130100000	130100000	0	1.8420523053273508	1.4184753380120663	0.4235769673152845	SV11	+-	0.9971	False
131250000	131265000	15000	1.4989768215288422	2.3121408753093293	0.8131640537804872	SV05	+-	0.9993	False
132000000	131960000	-40000	2.1995390647726323	1.5391167427134036	0.6604223220592287	SV04	++	1.0	True
137200000	137220000	20000	1.4212009737061115	0.6606945995458605	0.760506374160251	SV12	++	0.9959	True
142000000	142005000	5000	0.6632189989407047	1.4500410510003374	0.7868220520596327	SV11	+-	0.9971	False
143050000	143065000	15000	1.2828737225406404	2.0366023656417416	0.7537286431011012	SV13	--	0.994	True
144700000	144680000	-20000	2.0611215724591925	1.2888934756738957	0.7722280967852968	SV15	-+	0.9872	False
146500000	146505000	5000	1.3880776562493484	0.6927150380932434	0.695362618156105	SV01	-+	1.0	False
